,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
RS0 0 CCGT,-30.468,-30.106,-29.509,-58.21,-9.389,-7.165,-60.243,-27.757,-4.462,-32.068,-35.158,-31.098,-3.968,-74.763,-40.74,-38.62,-47.753,-25.83,-30.368,-10.232,-34.195,-9.873,-22.374,-5.549,-9.572,-36.56,-51.701,-255.482,-103.155,-50.484,-34.859,-29.791,-10.591,-9.957,-11.912,-9.559,-44.387,-57.196,-6.433,-26.46,-30.163,-11.574,-11.867,-4.398,-8.466
SE3 0 CCGT,-8.681,-9.617,-7.748,-11.928,-4.387,-3.088,-37.718,-8.336,-2.163,-20.307,-7.505,-8.913,-2.786,-12.339,-9.333,-25.082,-32.221,-6.907,-8.74,-4.471,-21.357,-3.976,-14.353,-3.913,-3.627,-22.958,-22.128,-56.75,-13.962,-32.437,-8.07,-8.437,-4.155,-4.455,-8.013,-4.221,-28.386,-37.851,-4.216,-16.064,-18.64,-5.409,-4.794,-2.624,-3.616
SI0 0 CCGT,-4535428.746,-4491578.883,-4811652.109,-5795734.603,-27.245,-25.114,-97.382,-4465163.662,-11.731,-53.605,-5099530.823,-4647460.845,-6.832,-5834766.471,-4964704.078,-68.643,-83.334,-4729585.291,-4453512.542,-33.681,-61.183,-27.679,-38.406,-9.666,-28.162,-63.256,-177.336,-5267657.283,-6844922.935,-83.719,-5070735.775,-4566202.941,-38.339,-31.06,-20.699,-26.431,-73.344,-94.726,-11.24,-48.25,-54.491,-35.406,-41.486,-7.745,-28.509
SK0 0 CCGT,-2162963.942,-2143426.008,-2186199.875,-2462668.871,-23.543,-24.377,-77.499,-2157296.957,-11.484,-41.95,-2337606.578,-2215106.738,-5.516,-2706460.761,-2250508.067,-48.367,-59.88,-2213158.341,-2152517.033,-34.493,-46.235,-21.129,-31.295,-15.321,-20.418,-49.848,-168.992,-2402288.974,-2936705.599,-65.638,-2301380.563,-2188027.916,-36.114,-31.431,-17.657,-21.094,-55.127,-72.014,-15.242,-36.738,-38.636,-31.016,-42.077,-5.841,-20.788
AL0 0 coal,-1.061,-1.155,-1.034,-1.286,-1.508,-1.582,-18.63,-0.984,-1.511,-11.04,-0.833,-1.234,-1.572,-1.398,-1.093,-14.027,-17.571,-0.981,-1.013,-1.79,-14.314,-1.812,-11.441,-1.978,-1.84,-14.367,-10.399,-5.91,-1.208,-14.408,-1.015,-1.125,-1.673,-1.734,-7.258,-1.726,-14.88,-17.843,-1.795,-11.113,-8.407,-1.846,-2.056,-1.647,-1.746
AT0 0 coal,-1.087,-1.194,-1.044,-1.286,-1.573,-1.651,-18.593,-1.015,-1.55,-11.02,-0.83,-1.258,-1.611,-1.401,-1.101,-13.979,-17.5,-0.994,-1.043,-1.878,-14.264,-1.888,-11.569,-2.072,-1.911,-14.338,-10.885,-5.943,-1.222,-14.389,-1.025,-1.153,-1.749,-1.821,-7.374,-1.798,-14.911,-17.787,-1.865,-11.174,-8.517,-1.93,-2.155,-1.64,-1.808
BA0 0 coal,-1.124,-1.224,-1.087,-1.327,-1.556,-1.633,-19.061,-1.052,-1.562,-11.286,-0.868,-1.308,-1.627,-1.447,-1.144,-14.353,-17.957,-1.034,-1.078,-1.85,-14.658,-1.872,-11.82,-2.064,-1.898,-14.721,-10.731,-6.12,-1.249,-14.723,-1.06,-1.195,-1.707,-1.792,-7.507,-1.783,-15.287,-18.31,-1.868,-11.675,-8.653,-1.907,-2.124,-1.712,-1.813
BE0 0 coal,-1.117,-1.226,-1.07,-1.3,-1.597,-1.675,-18.819,-1.046,-1.562,-11.143,-0.843,-1.299,-1.613,-1.419,-1.118,-14.137,-17.694,-1.02,-1.072,-1.903,-14.428,-1.904,-11.627,-2.08,-1.927,-14.505,-11.036,-6.033,-1.224,-14.551,-1.043,-1.19,-1.781,-1.845,-7.386,-1.82,-15.046,-18.035,-1.871,-11.365,-8.746,-1.958,-2.185,-1.659,-1.819
BG0 0 coal,-1.07,-1.164,-1.034,-1.299,-1.525,-1.6,-18.742,-0.994,-1.516,-11.11,-0.829,-1.242,-1.583,-1.427,-1.095,-14.109,-17.674,-0.982,-1.02,-1.811,-14.412,-1.833,-11.559,-1.987,-1.86,-14.478,-10.524,-5.958,-1.224,-14.484,-1.017,-1.135,-1.691,-1.754,-7.316,-1.745,-14.975,-17.96,-1.802,-11.357,-8.559,-1.867,-2.08,-1.659,-1.763
CH0 0 coal,-1.076,-1.181,-1.032,-1.265,-1.523,-1.598,-18.445,-1.004,-1.513,-10.925,-0.817,-1.243,-1.581,-1.376,-1.087,-13.867,-17.36,-0.982,-1.031,-1.816,-14.144,-1.829,-11.433,-2.013,-1.851,-14.217,-10.53,-5.863,-1.191,-14.261,-1.012,-1.14,-1.692,-1.761,-7.255,-1.742,-14.787,-17.63,-1.813,-11.068,-8.461,-1.869,-2.083,-1.627,-1.76
CZ0 0 coal,-1.137,-1.245,-1.09,-1.345,-1.621,-1.695,-19.326,-1.06,-1.602,-11.433,-0.869,-1.314,-1.667,-1.462,-1.154,-14.515,-18.163,-1.039,-1.089,-1.929,-14.808,-1.95,-11.979,-2.146,-1.974,-14.88,-11.18,-6.228,-1.272,-14.943,-1.074,-1.202,-1.8,-1.871,-7.628,-1.854,-15.522,-18.553,-1.93,-11.705,-8.883,-1.987,-2.214,-1.706,-1.879
DE0 0 coal,-1.091,-1.199,-1.048,-1.282,-1.594,-1.673,-18.903,-1.022,-1.555,-11.173,-0.827,-1.271,-1.625,-1.405,-1.096,-14.178,-17.747,-0.998,-1.047,-1.903,-14.461,-1.907,-11.695,-2.079,-1.929,-14.535,-11.045,-5.923,-1.213,-14.61,-1.025,-1.162,-1.779,-1.847,-7.433,-1.82,-15.153,-18.102,-1.868,-11.32,-8.829,-1.957,-2.185,-1.66,-1.817
DK0 0 coal,-1.036,-1.134,-0.987,-1.187,-1.452,-1.523,-17.795,-0.97,-1.43,-10.599,-0.777,-1.2,-1.526,-1.287,-1.026,-13.469,-16.868,-0.94,-0.989,-1.728,-13.718,-1.733,-10.944,-1.922,-1.753,-13.782,-10.035,-5.494,-1.093,-13.815,-0.957,-1.095,-1.613,-1.675,-6.978,-1.656,-14.117,-17.057,-1.72,-10.6,-8.129,-1.783,-1.985,-1.557,-1.658
DK3 0 coal,-0.943,-1.038,-0.909,-1.076,-1.469,-1.538,-17.439,-0.883,-1.452,-10.386,-0.707,-1.1,-1.487,-1.175,-0.936,-13.2,-16.551,-0.865,-0.903,-1.743,-13.43,-1.756,-10.733,-1.939,-1.783,-13.509,-10.129,-4.993,-0.995,-13.532,-0.873,-1.005,-1.632,-1.689,-6.843,-1.677,-13.809,-16.657,-1.741,-10.316,-7.914,-1.798,-2.001,-1.529,-1.683
EE6 0 coal,-1.064,-1.165,-1.034,-1.261,-1.51,-1.591,-18.218,-1.0,-1.483,-10.827,-0.822,-1.243,-1.573,-1.395,-1.08,-13.747,-17.206,-0.981,-1.024,-1.802,-14.015,-1.806,-11.285,-1.982,-1.831,-14.076,-10.47,-5.821,-1.194,-14.126,-0.999,-1.134,-1.686,-1.745,-7.196,-1.726,-14.561,-17.434,-1.776,-10.898,-8.252,-1.853,-2.069,-1.606,-1.725
ES0 0 coal,-1.072,-1.17,-1.03,-1.27,-1.484,-1.558,-18.892,-0.998,-1.468,-11.059,-0.823,-1.246,-1.55,-1.374,-1.086,-14.042,-17.594,-0.981,-1.021,-1.763,-14.329,-1.782,-11.394,-1.942,-1.809,-14.381,-10.251,-5.878,-1.165,-14.502,-1.015,-1.135,-1.644,-1.709,-7.154,-1.698,-15.078,-17.926,-1.742,-11.222,-8.666,-1.817,-2.024,-1.661,-1.713
ES2 0 coal,-1.066,-1.175,-1.029,-1.233,-1.618,-1.698,-18.759,-0.998,-1.64,-11.017,-0.824,-1.237,-1.553,-1.352,-1.082,-14.015,-17.525,-0.986,-1.031,-1.924,-14.281,-1.944,-11.361,-2.215,-1.983,-14.41,-11.174,-5.797,-1.13,-14.441,-1.002,-1.136,-1.799,-1.864,-7.142,-1.849,-15.032,-17.901,-1.98,-11.469,-8.876,-1.983,-2.208,-1.679,-1.891
FI3 0 coal,-1.049,-1.149,-1.014,-1.242,-1.52,-1.607,-18.233,-0.979,-1.491,-10.803,-0.799,-1.221,-1.582,-1.383,-1.057,-13.717,-17.182,-0.962,-1.002,-1.812,-14.005,-1.813,-11.308,-1.995,-1.836,-14.05,-10.548,-5.709,-1.209,-14.11,-0.981,-1.118,-1.689,-1.76,-7.216,-1.736,-14.561,-17.394,-1.792,-10.905,-8.38,-1.867,-2.086,-1.607,-1.73
FR0 0 coal,-1.1,-1.208,-1.054,-1.286,-1.524,-1.6,-18.595,-1.029,-1.508,-10.996,-0.831,-1.277,-1.594,-1.407,-1.104,-13.958,-17.474,-1.004,-1.055,-1.817,-14.227,-1.826,-11.501,-2.022,-1.848,-14.302,-10.551,-5.962,-1.213,-14.362,-1.03,-1.17,-1.695,-1.763,-7.301,-1.742,-14.896,-17.78,-1.812,-11.096,-8.693,-1.87,-2.087,-1.63,-1.752
GB4 0 coal,-1.062,-1.156,-1.027,-1.245,-1.456,-1.552,-18.359,-0.994,-1.43,-11.009,-0.821,-1.241,-1.569,-1.366,-1.074,-14.003,-17.521,-0.977,-1.018,-1.755,-14.187,-1.725,-11.259,-1.941,-1.753,-14.324,-10.168,-5.738,-1.153,-14.265,-0.991,-1.125,-1.636,-1.704,-7.175,-1.657,-14.576,-17.931,-1.719,-10.982,-8.401,-1.788,-2.009,-1.601,-1.652
GB5 0 coal,-1.07,-1.18,-1.026,-1.244,-1.462,-1.534,-18.167,-1.004,-1.449,-10.798,-0.803,-1.244,-1.557,-1.361,-1.068,-13.705,-17.166,-0.977,-1.03,-1.739,-13.916,-1.749,-11.199,-1.951,-1.77,-14.016,-10.097,-5.782,-1.171,-14.057,-0.998,-1.14,-1.621,-1.683,-7.123,-1.668,-14.477,-17.432,-1.747,-10.755,-8.534,-1.792,-1.995,-1.579,-1.676
GR0 0 coal,-1.027,-1.118,-0.989,-1.221,-1.48,-1.554,-18.183,-0.955,-1.472,-10.79,-0.786,-1.194,-1.554,-1.336,-1.042,-13.698,-17.167,-0.942,-0.978,-1.758,-13.977,-1.778,-11.253,-1.931,-1.804,-14.034,-10.223,-5.615,-1.148,-14.063,-0.965,-1.091,-1.645,-1.703,-7.156,-1.693,-14.52,-17.378,-1.748,-10.864,-8.261,-1.813,-2.02,-1.596,-1.712
HR0 0 coal,-1.131,-1.232,-1.093,-1.335,-1.577,-1.652,-19.307,-1.055,-1.579,-11.421,-0.872,-1.312,-1.642,-1.455,-1.153,-14.513,-18.173,-1.038,-1.086,-1.872,-14.808,-1.898,-11.934,-2.082,-1.928,-14.869,-10.864,-6.181,-1.248,-14.919,-1.064,-1.2,-1.752,-1.814,-7.58,-1.806,-15.477,-18.565,-1.885,-11.602,-8.781,-1.932,-2.151,-1.703,-1.834
HU0 0 coal,-1.123,-1.225,-1.08,-1.316,-1.562,-1.636,-19.001,-1.046,-1.564,-11.241,-0.86,-1.298,-1.633,-1.425,-1.139,-14.279,-17.881,-1.028,-1.076,-1.854,-14.577,-1.881,-11.804,-2.09,-1.907,-14.644,-10.762,-6.09,-1.237,-14.698,-1.057,-1.189,-1.73,-1.796,-7.509,-1.789,-15.231,-18.226,-1.885,-11.522,-8.711,-1.912,-2.128,-1.681,-1.817
IE4 0 coal,-1.097,-1.194,-1.057,-1.278,-1.494,-1.599,-18.97,-1.024,-1.455,-11.317,-0.837,-1.281,-1.605,-1.404,-1.105,-14.366,-17.973,-1.006,-1.046,-1.806,-14.616,-1.764,-11.574,-1.952,-1.79,-14.712,-10.477,-5.919,-1.192,-14.715,-1.02,-1.162,-1.685,-1.754,-7.344,-1.699,-15.051,-18.481,-1.739,-11.455,-8.734,-1.84,-2.072,-1.658,-1.683
IT0 0 coal,-1.128,-1.237,-1.081,-1.336,-1.591,-1.661,-20.197,-1.052,-1.564,-11.83,-0.859,-1.306,-1.702,-1.44,-1.14,-15.005,-18.77,-1.03,-1.08,-1.893,-15.311,-1.914,-12.479,-2.03,-1.934,-15.384,-10.983,-6.208,-1.234,-15.54,-1.066,-1.195,-1.771,-1.839,-7.797,-1.817,-16.396,-19.447,-1.847,-12.097,-9.424,-1.952,-2.176,-1.771,-1.833
IT1 0 coal,-1.091,-1.187,-1.046,-1.296,-1.522,-1.592,-19.124,-1.014,-1.484,-11.278,-0.832,-1.261,-1.616,-1.403,-1.099,-14.34,-17.945,-0.994,-1.041,-1.808,-14.622,-1.826,-11.8,-1.942,-1.85,-14.66,-10.502,-5.972,-1.192,-14.776,-1.02,-1.148,-1.691,-1.752,-7.447,-1.736,-15.388,-18.381,-1.753,-11.369,-8.713,-1.868,-2.078,-1.688,-1.746
LT6 0 coal,-1.079,-1.181,-1.048,-1.284,-1.537,-1.617,-18.442,-1.012,-1.507,-10.95,-0.834,-1.26,-1.591,-1.425,-1.097,-13.9,-17.402,-0.995,-1.038,-1.833,-14.177,-1.837,-11.431,-2.011,-1.863,-14.244,-10.649,-5.919,-1.226,-14.288,-1.015,-1.151,-1.719,-1.776,-7.288,-1.756,-14.746,-17.652,-1.803,-11.072,-8.411,-1.888,-2.105,-1.626,-1.753
LU0 0 coal,-1.075,-1.18,-1.042,-1.283,-1.603,-1.678,-18.946,-1.001,-1.551,-11.201,-0.826,-1.249,-1.619,-1.403,-1.095,-14.233,-17.825,-0.988,-1.028,-1.908,-14.527,-1.909,-11.698,-2.077,-1.926,-14.59,-11.064,-5.907,-1.219,-14.674,-1.025,-1.144,-1.784,-1.85,-7.416,-1.827,-15.147,-18.184,-1.866,-11.472,-8.685,-1.965,-2.192,-1.687,-1.816
LV6 0 coal,-1.078,-1.18,-1.047,-1.283,-1.535,-1.615,-18.431,-1.011,-1.505,-10.945,-0.834,-1.259,-1.591,-1.423,-1.095,-13.897,-17.396,-0.994,-1.037,-1.83,-14.171,-1.834,-11.421,-2.008,-1.859,-14.234,-10.628,-5.909,-1.223,-14.284,-1.012,-1.149,-1.716,-1.773,-7.286,-1.753,-14.739,-17.644,-1.8,-11.018,-8.372,-1.885,-2.101,-1.623,-1.75
ME0 0 coal,-1.107,-1.209,-1.071,-1.312,-1.552,-1.627,-18.976,-1.029,-1.555,-11.24,-0.854,-1.281,-1.609,-1.441,-1.133,-14.288,-17.889,-1.021,-1.061,-1.842,-14.574,-1.866,-11.746,-2.049,-1.896,-14.639,-10.698,-6.052,-1.248,-14.663,-1.043,-1.176,-1.725,-1.784,-7.446,-1.777,-15.201,-18.223,-1.852,-11.429,-8.692,-1.9,-2.116,-1.683,-1.802
MK0 0 coal,-1.081,-1.181,-1.054,-1.3,-1.517,-1.592,-18.754,-1.014,-1.518,-11.114,-0.843,-1.258,-1.582,-1.418,-1.113,-14.125,-17.684,-1.0,-1.037,-1.802,-14.427,-1.824,-11.55,-1.99,-1.848,-14.49,-10.469,-5.991,-1.227,-14.502,-1.031,-1.151,-1.671,-1.746,-7.317,-1.738,-15.01,-17.984,-1.807,-11.474,-8.468,-1.859,-2.07,-1.689,-1.757
NL0 0 coal,-1.096,-1.203,-1.048,-1.276,-1.52,-1.603,-18.469,-1.027,-1.486,-10.965,-0.826,-1.275,-1.587,-1.391,-1.094,-13.912,-17.417,-0.999,-1.051,-1.819,-14.176,-1.811,-11.4,-2.002,-1.831,-14.265,-10.567,-5.901,-1.198,-14.297,-1.022,-1.166,-1.699,-1.766,-7.254,-1.73,-14.736,-17.718,-1.791,-11.115,-8.601,-1.866,-2.091,-1.622,-1.73
NO3 0 coal,-0.884,-0.969,-0.853,-1.043,-1.383,-1.457,-16.592,-0.824,-1.405,-9.901,-0.664,-1.034,-1.447,-1.161,-0.885,-12.563,-15.77,-0.813,-0.839,-1.642,-12.824,-1.661,-10.418,-1.894,-1.687,-12.877,-9.569,-4.744,-1.002,-12.844,-0.824,-0.946,-1.53,-1.591,-6.682,-1.584,-13.171,-15.667,-1.69,-9.789,-7.484,-1.692,-1.886,-1.462,-1.61
PL0 0 coal,-1.112,-1.22,-1.067,-1.304,-1.563,-1.65,-18.739,-1.041,-1.523,-11.113,-0.838,-1.295,-1.606,-1.434,-1.115,-14.098,-17.632,-1.015,-1.066,-1.87,-14.388,-1.866,-11.596,-2.033,-1.888,-14.456,-10.869,-6.022,-1.24,-14.478,-1.042,-1.183,-1.747,-1.815,-7.377,-1.783,-14.992,-17.942,-1.823,-11.317,-8.786,-1.918,-2.148,-1.652,-1.776
PT0 0 coal,-1.069,-1.167,-1.026,-1.269,-1.486,-1.56,-18.908,-0.997,-1.47,-11.071,-0.82,-1.242,-1.551,-1.37,-1.084,-14.055,-17.613,-0.977,-1.019,-1.765,-14.338,-1.784,-11.395,-1.945,-1.81,-14.387,-10.262,-5.873,-1.164,-14.517,-1.012,-1.131,-1.647,-1.711,-7.16,-1.7,-15.085,-17.948,-1.744,-11.157,-8.524,-1.819,-2.026,-1.654,-1.714
RO0 0 coal,-1.068,-1.161,-1.031,-1.29,-1.523,-1.599,-18.662,-0.992,-1.519,-11.065,-0.822,-1.244,-1.582,-1.427,-1.086,-14.049,-17.606,-0.98,-1.016,-1.809,-14.345,-1.831,-11.548,-1.997,-1.859,-14.411,-10.517,-5.912,-1.222,-14.423,-1.01,-1.134,-1.692,-1.752,-7.308,-1.743,-14.913,-17.868,-1.807,-11.244,-8.638,-1.864,-2.078,-1.65,-1.763
RS0 0 coal,-1.09,-1.189,-1.055,-1.304,-1.544,-1.62,-18.946,-1.013,-1.545,-11.223,-0.845,-1.263,-1.599,-1.426,-1.117,-14.255,-17.856,-1.003,-1.043,-1.833,-14.547,-1.857,-11.679,-2.034,-1.886,-14.615,-10.652,-6.01,-1.233,-14.643,-1.034,-1.156,-1.714,-1.776,-7.394,-1.768,-15.17,-18.179,-1.841,-11.405,-8.646,-1.891,-2.106,-1.669,-1.788
SE3 0 coal,-0.968,-1.065,-0.935,-1.132,-1.448,-1.522,-17.649,-0.904,-1.441,-10.494,-0.73,-1.129,-1.519,-1.253,-0.968,-13.329,-16.716,-0.889,-0.925,-1.721,-13.585,-1.734,-10.957,-1.936,-1.76,-13.657,-10.009,-5.197,-1.077,-13.686,-0.902,-1.032,-1.609,-1.668,-6.989,-1.655,-14.06,-16.817,-1.732,-10.465,-8.077,-1.774,-1.976,-1.549,-1.664
SI0 0 coal,-1.16,-1.262,-1.123,-1.371,-1.605,-1.68,-19.791,-1.078,-1.601,-11.67,-0.901,-1.343,-1.667,-1.483,-1.189,-14.839,-18.572,-1.067,-1.114,-1.907,-15.139,-1.927,-12.155,-2.094,-1.96,-15.202,-11.053,-6.384,-1.268,-15.288,-1.097,-1.229,-1.786,-1.847,-7.707,-1.836,-15.893,-19.085,-1.901,-11.905,-9.063,-1.967,-2.188,-1.751,-1.867
SK0 0 coal,-1.143,-1.248,-1.097,-1.35,-1.618,-1.692,-19.397,-1.063,-1.603,-11.446,-0.875,-1.321,-1.667,-1.467,-1.161,-14.536,-18.192,-1.044,-1.094,-1.924,-14.828,-1.944,-11.984,-2.141,-1.97,-14.896,-11.14,-6.262,-1.274,-15.009,-1.078,-1.207,-1.796,-1.864,-7.637,-1.851,-15.581,-18.619,-1.932,-11.658,-8.819,-1.984,-2.207,-1.71,-1.877
AL0 0 nuclear,-7.17,-9.389,-9.088,-7.599,-21.547,-20.053,-242.961,-8.625,-11.921,-124.729,-6.878,-8.571,-16.037,-4.676,-7.607,-182.641,-165.437,-8.397,-9.446,-29.925,-212.795,-37.322,-80.699,-19.674,-32.766,-205.318,-137.296,-40.174,-3.246,-214.466,-7.084,-7.484,-29.573,-24.626,-49.052,-28.768,-245.658,-245.727,-18.842,-99.831,-95.841,-32.859,-35.317,-22.923,-21.875
AT0 0 nuclear,-5.958,-8.115,-6.78,-4.768,-40.202,-41.164,-311.766,-7.347,-21.461,-158.0,-5.826,-7.196,-27.443,-3.271,-5.729,-204.944,-210.282,-5.692,-6.847,-64.563,-222.25,-60.853,-127.71,-27.776,-53.645,-234.755,-323.202,-33.141,-3.179,-251.544,-5.051,-6.581,-57.04,-53.574,-93.227,-45.308,-256.496,-283.122,-31.338,-126.818,-111.561,-66.342,-76.002,-23.933,-32.919
BA0 0 nuclear,-9.592,-12.809,-10.547,-7.214,-59.109,-63.33,-216.499,-12.344,-31.076,-107.121,-7.468,-11.685,-14.596,-5.132,-8.834,-131.041,-160.599,-9.888,-12.706,-81.573,-140.831,-77.419,-80.76,-30.086,-62.692,-164.594,-369.565,-40.347,-3.175,-176.693,-8.406,-10.164,-80.695,-70.155,-41.231,-52.477,-175.535,-240.366,-34.853,-78.724,-92.164,-79.494,-92.642,-20.61,-79.798
BE0 0 nuclear,-5.836,-8.323,-6.571,-6.954,-75.853,-70.407,-346.649,-7.135,-25.666,-219.516,-4.721,-7.135,-28.512,-4.999,-5.954,-269.935,-333.366,-6.319,-7.47,-110.495,-267.201,-94.406,-148.434,-29.776,-85.966,-275.983,-605.734,-29.3,-4.281,-279.514,-5.411,-6.753,-105.537,-110.245,-117.437,-93.511,-272.556,-327.167,-33.082,-176.917,-204.793,-118.732,-140.768,-28.781,-38.755
BG0 0 nuclear,-8.204,-9.812,-8.43,-4.181,-30.365,-34.088,-356.225,-7.622,-21.357,-145.105,-5.207,-10.605,-19.256,-3.057,-5.016,-218.323,-209.379,-7.552,-7.865,-46.326,-243.711,-46.037,-96.043,-21.923,-42.903,-291.485,-224.392,-39.232,-2.395,-312.727,-5.219,-8.003,-35.79,-34.995,-53.662,-33.9,-290.813,-334.978,-22.983,-125.312,-84.768,-49.428,-52.979,-25.414,-31.696
CH0 0 nuclear,-4.125,-7.804,-6.243,-4.815,-19.567,-20.291,-266.392,-6.512,-11.935,-117.722,-5.996,-5.594,-19.144,-3.033,-6.105,-168.641,-157.931,-5.46,-6.969,-32.574,-187.767,-35.183,-100.65,-19.256,-29.931,-200.822,-160.24,-32.62,-3.029,-216.484,-5.268,-5.824,-27.809,-27.123,-62.133,-25.665,-222.467,-237.431,-19.544,-103.3,-80.789,-35.67,-39.35,-20.314,-18.681
CZ0 0 nuclear,-9.223,-11.263,-9.725,-6.031,-8645862.837,-9705307.687,-930.287,-10.606,-90.878,-556.485,-8.211,-10.804,-92.922,-3.871,-8.634,-688.775,-701.561,-8.1,-9.495,-9569060.443,-689.952,-5715433.653,-450.134,-60.365,-4699010.743,-789.548,-9741739.408,-44.804,-3.543,-772.949,-7.058,-9.908,-9298233.503,-9656114.351,-354.487,-7528529.217,-866.331,-911.978,-72.538,-537.273,-461.004,-8987680.705,-9773788.339,-72.956,-121670.78
DE0 0 nuclear,-3.981,-5.64,-4.277,-3.531,-60.921,-88.647,-418.056,-5.259,-33.667,-256.145,-2.337,-4.737,-34.787,-4.216,-3.6,-324.414,-390.182,-3.938,-5.437,-110.319,-317.163,-79.969,-173.608,-37.889,-75.267,-331.917,-577.219,-19.036,-3.938,-335.829,-3.495,-4.362,-102.51,-105.581,-145.096,-83.984,-333.858,-384.206,-39.107,-217.473,-244.358,-106.382,-120.701,-34.096,-52.171
DK0 0 nuclear,-3.645,-6.234,-3.801,-2.545,-12.583,-12.937,-142.712,-5.403,-11.085,-81.52,-1.897,-5.549,-12.466,-2.82,-2.595,-109.629,-119.209,-3.657,-5.213,-19.465,-114.99,-19.409,-40.632,-18.386,-18.067,-122.132,-107.224,-21.047,-2.129,-127.196,-2.563,-3.739,-12.04,-18.602,-36.326,-15.526,-120.594,-157.495,-16.429,-48.771,-70.991,-20.429,-20.004,-11.339,-15.017
DK3 0 nuclear,-3.503,-5.356,-4.288,-4.068,-13.233,-13.211,-107.422,-4.421,-7.757,-59.356,-3.875,-4.655,-9.912,-2.971,-3.076,-76.257,-87.043,-3.686,-4.307,-18.277,-94.031,-22.095,-34.905,-16.631,-19.755,-96.507,-86.046,-20.535,-2.734,-93.413,-3.501,-4.149,-15.132,-14.093,-26.931,-17.396,-101.752,-129.996,-15.087,-39.463,-34.957,-20.316,-21.501,-9.409,-14.313
EE6 0 nuclear,-5.581,-7.447,-7.481,-3.823,-21.482,-23.766,-186.997,-6.128,-15.056,-79.834,-4.049,-8.791,-19.703,-3.049,-3.713,-118.277,-121.787,-6.162,-6.255,-33.119,-147.127,-31.285,-63.328,-21.726,-27.625,-160.855,-164.485,-29.603,-2.741,-167.452,-4.25,-6.239,-25.117,-25.121,-46.622,-23.83,-176.368,-194.339,-19.922,-64.677,-47.433,-36.608,-37.464,-14.446,-20.117
ES0 0 nuclear,-3.816,-5.103,-4.014,-3.207,-21.387,-23.782,-242.367,-4.815,-14.673,-172.48,-3.087,-4.452,-14.339,-3.414,-3.416,-223.617,-206.754,-3.512,-5.071,-28.274,-202.277,-28.169,-81.392,-18.878,-27.901,-222.537,-155.723,-18.422,-3.344,-229.765,-4.087,-4.102,-26.909,-26.987,-59.981,-26.619,-220.757,-266.541,-18.817,-125.964,-155.605,-29.024,-31.89,-23.115,-25.228
ES2 0 nuclear,-5.508,-6.51,-4.894,-4.877,-6743748.372,-6804060.014,-190.04,-5.077,-6511105.165,-61.304,-4.285,-5.381,-10.562,-5.298,-5.625,-99.011,-137.084,-5.606,-7.322,-6802685.22,-108.211,-6690912.192,-49.761,-5570286.94,-6679178.093,-108.781,-6804542.823,-32.261,-4.14,-170.862,-5.875,-4.83,-6798008.359,-6803382.355,-20.487,-6705668.398,-171.679,-194.64,-6097169.174,-55.995,-45.6,-6775202.86,-6804063.32,-12.907,-6593743.242
FI3 0 nuclear,-3.589,-5.017,-3.739,-3.565,-28.588,-38.875,-232.068,-4.65,-19.19,-126.498,-2.229,-4.22,-20.632,-3.639,-3.182,-164.837,-146.517,-3.213,-4.575,-44.685,-169.289,-38.314,-83.526,-27.695,-37.891,-182.194,-260.685,-23.855,-2.903,-194.303,-2.954,-4.037,-42.249,-44.456,-69.803,-36.633,-191.414,-217.078,-26.819,-93.583,-103.083,-43.098,-51.961,-18.407,-28.408
FR0 0 nuclear,-4.09,-5.795,-4.22,-3.67,-23.653,-30.737,-258.011,-5.344,-18.647,-162.209,-3.5,-4.546,-20.259,-4.241,-3.8,-210.368,-211.272,-3.778,-5.619,-35.632,-202.717,-34.738,-98.883,-26.59,-34.793,-216.271,-194.408,-20.104,-4.42,-222.697,-4.322,-4.426,-34.126,-34.422,-85.978,-33.094,-224.721,-247.642,-25.409,-119.879,-151.686,-36.175,-40.068,-22.113,-28.422
GB4 0 nuclear,-4.925,-7.103,-5.64,-4.97,-15.052,-15.439,-143.739,-6.121,-7.973,-104.355,-5.645,-6.345,-13.543,-3.53,-4.263,-129.598,-149.809,-5.154,-6.166,-21.947,-146.266,-21.445,-47.525,-16.622,-20.685,-147.24,-113.149,-27.172,-3.163,-132.473,-4.724,-5.65,-18.068,-18.348,-39.002,-19.3,-150.841,-204.082,-15.468,-61.452,-64.798,-22.779,-26.064,-13.514,-14.101
GB5 0 nuclear,-3.399,-4.671,-3.555,-2.775,-16.114,-19.602,-190.249,-4.51,-12.428,-117.525,-2.225,-3.999,-15.158,-3.526,-2.807,-156.113,-155.033,-3.175,-4.371,-22.978,-141.341,-22.129,-66.232,-20.083,-21.808,-154.751,-130.387,-16.002,-3.379,-158.5,-3.129,-3.684,-21.808,-22.14,-56.854,-20.783,-149.562,-180.736,-18.572,-84.647,-114.395,-23.156,-26.23,-15.474,-18.913
